time,ax,ay,az,gx,gy,gz,normAccel,normGyr,ax_normalized,ay_normalized,az_normalized,gx_normalized,gy_normalized,gz_normalized
3.85,1.12,2.72,9.81,-0.18,-1.11,-0.07,10.241528206278593,64.55380996273503,0.06383818897624888,0.15503560179946155,0.5591541373723228,-0.0053858472658734734,-0.03321272480621976,-0.0020944961589507956
3.86,1.12,2.72,9.81,-0.18,-1.11,-0.07,10.241528206278593,64.55380996273503,0.06383818897624888,0.15503560179946155,0.5591541373723228,-0.0053858472658734734,-0.03321272480621976,-0.0020944961589507956
3.87,0.79,0.99,10.94,-0.13,-0.68,-0.08,11.013074048602416,39.9306779832337,0.04502872258146126,0.05642839918436284,0.6235623101787167,-0.00388977858090862,-0.02034653411552201,-0.002393709895943766
3.88,0.79,0.99,10.94,-0.13,-0.68,-0.08,11.013074048602416,39.9306779832337,0.04502872258146126,0.05642839918436284,0.6235623101787167,-0.00388977858090862,-0.02034653411552201,-0.002393709895943766
3.89,0.79,0.99,10.94,-0.13,-0.68,-0.08,11.013074048602416,39.9306779832337,0.04502872258146126,0.05642839918436284,0.6235623101787167,-0.00388977858090862,-0.02034653411552201,-0.002393709895943766
3.9,1.85,8.21,8.98,-0.12,-0.32,-0.09,12.30719301871877,20.249012645471552,0.10544700857683965,0.4679567245491101,0.5118454794702811,-0.003590564843915649,-0.009574839583775065,-0.0026929236329367367
3.91,2.73,15.16,9.84,-0.09,0.01,-0.03,18.278514709899163,5.465669015327115,0.15560558562960664,0.8640954864999401,0.560864088862758,-0.0026929236329367367,0.00029921373699297077,-0.0008976412109789122
3.92,2.73,15.16,9.84,-0.09,0.01,-0.03,18.278514709899163,5.465669015327115,0.15560558562960664,0.8640954864999401,0.560864088862758,-0.0026929236329367367,0.00029921373699297077,-0.0008976412109789122
3.93,2.365000000000008,13.050000000000049,10.964999999999977,-0.0350000000000012,-0.0399999999999988,0.0349999999999985,17.2083395480215,3.6462810804362267,0.1348011758293117,0.7438288983393312,0.624987269754078,-0.0010472480794754334,-0.001196854947971847,0.0010472480794753527
3.94,2.0,10.94,12.09,0.02,-0.09,0.1,16.42716348004122,7.793068553221976,0.11399676602901584,0.6235623101787167,0.6891104506454008,0.0005984274739859415,-0.0026929236329367367,0.0029921373699297077
3.95,-1.45,10.62,14.2,0.11,-0.24,0.24,17.79120288232361,20.442633107222147,-0.08264765537103648,0.6053228276140741,0.8093770388060124,0.0032913511069226783,-0.007181129687831298,0.007181129687831298
3.96,-1.45,10.62,14.2,0.11,-0.24,0.24,17.79120288232361,20.442633107222147,-0.08264765537103648,0.6053228276140741,0.8093770388060124,0.0032913511069226783,-0.007181129687831298,0.007181129687831298
3.97,3.71,4.15,14.58,-0.19,-0.38,0.14,15.6065050539831,25.62985662537639,0.2114640009838244,0.2365432895102079,0.8310364243515255,-0.005685061002866445,-0.01137012200573289,0.004188992317901591
3.98,3.71,4.15,14.58,-0.19,-0.38,0.14,15.6065050539831,25.62985662537639,0.2114640009838244,0.2365432895102079,0.8310364243515255,-0.005685061002866445,-0.01137012200573289,0.004188992317901591
3.99,3.71,4.15,14.58,-0.19,-0.38,0.14,15.6065050539831,25.62985662537639,0.2114640009838244,0.2365432895102079,0.8310364243515255,-0.005685061002866445,-0.01137012200573289,0.004188992317901591
4.0,2.85,5.83,8.08,-0.0,-0.34,0.15,10.363290983080617,21.292147776507235,0.16244539159134758,0.3323005729745812,0.460546934757224,-0.0,-0.010173267057761006,0.004488206054894561
4.01,-3.4,7.0,11.63,-0.04,0.32,0.26,13.993459186348458,23.73456487197554,-0.19379450224932693,0.39898868110155544,0.6628911944587271,-0.001196854947971883,0.009574839583775065,0.00777955716181724
4.02,-3.4,7.0,11.63,-0.04,0.32,0.26,13.993459186348458,23.73456487197554,-0.19379450224932693,0.39898868110155544,0.6628911944587271,-0.001196854947971883,0.009574839583775065,0.00777955716181724
4.03,-4.86,10.66,-7.48,0.15,0.13,0.25,13.899841725717598,18.289832341117748,-0.2770121414505085,0.6076027629346544,-0.42634790494851926,0.004488206054894561,0.00388977858090862,0.007480343424824269
4.04,-4.86,10.66,-7.48,0.15,0.13,0.25,13.899841725717598,18.289832341117748,-0.2770121414505085,0.6076027629346544,-0.42634790494851926,0.004488206054894561,0.00388977858090862,0.007480343424824269
