time,ax,ay,az,gx,gy,gz,normAccel,normGyr
7.91,3.99,0.91,9.05,-0.05,0.08,0.28,9.93230587527388,16.92893955202231
7.92,3.99,0.91,9.05,-0.05,0.08,0.28,9.93230587527388,16.92893955202231
7.93,3.99,0.91,9.05,-0.05,0.08,0.28,9.93230587527388,16.92893955202231
7.94,4.17,3.57,7.29,-0.01,0.18,0.29,9.125672577952816,19.564642097707008
7.95,-1.2,3.64,9.61,-0.01,0.22,0.29,10.346095882022357,20.86384724856749
7.96,-1.2,3.64,9.61,-0.01,0.22,0.29,10.346095882022357,20.86384724856749
7.97,-1.2,3.64,9.61,-0.01,0.22,0.29,10.346095882022357,20.86384724856749
7.98,0.68,-0.2,13.83,0.03,0.2,0.26,13.848151501193218,18.872850578973868
7.99,0.68,-0.2,13.83,0.03,0.2,0.26,13.848151501193218,18.872850578973868
8.0,-3.11,1.98,7.0,0.04,0.15,0.24,7.91154220111351,16.376974042721063
8.01,-0.4549999999999996,1.075,7.595,0.055,0.125,0.215,7.684183430918344,14.593562346357107
8.02,2.2,0.17,8.19,0.07,0.1,0.19,8.482039848998589,12.93920877992928
8.03,2.2,0.17,8.19,0.07,0.1,0.19,8.482039848998589,12.93920877992928
8.04,3.58,1.29,6.8,0.04,0.07,0.18,7.792335978382862,11.300494104925539
8.05,-0.68,-0.26,6.38,0.14,0.0,0.13,6.4214017161364385,10.946343306119568
8.06,-0.68,-0.26,6.38,0.14,0.0,0.13,6.4214017161364385,10.946343306119568
8.07,-3.380000000000001,-1.815,9.375,0.115,-0.095,0.115,10.12962240164953,10.791550179036681
8.08,-6.08,-3.37,12.37,0.09,-0.19,0.1,14.189439735239725,13.338969381876417
8.09,-6.08,-3.37,12.37,0.09,-0.19,0.1,14.189439735239725,13.338969381876417
8.1,-0.79,-1.73,17.05,-0.06,-0.28,0.16,17.155742478831982,18.794413086373932
8.11,-0.78,2.9,9.88,0.17,-0.33,0.12,10.326315896775577,22.352698415891258
8.12,-0.78,2.9,9.88,0.17,-0.33,0.12,10.326315896775577,22.352698415891258
8.13,-0.78,2.9,9.88,0.17,-0.33,0.12,10.326315896775577,22.352698415891258
8.14,6.08,2.23,12.64,0.08,-0.39,0.19,14.202425849128733,25.275167966054852
8.15,6.08,2.23,12.64,0.08,-0.39,0.19,14.202425849128733,25.275167966054852
8.16,0.94,-0.07,11.17,0.19,-0.47,0.22,11.209701155695454,31.66337094015081
8.17,1.5949999999999998,-0.465,11.675,0.23,-0.4599999999999999,0.2299999999999999,11.792619513916321,32.279447571074186
8.18,2.25,-0.86,12.18,0.27,-0.45,0.24,12.4158970678723,33.06318972140938
8.19,2.25,-0.86,12.18,0.27,-0.45,0.24,12.4158970678723,33.06318972140938
8.2,0.9,3.18,6.6,0.23,-0.14,0.27,7.3812194114522836,21.847655327098778
8.21,1.96,2.56,9.63,0.03,0.4,0.33,10.15539757961253,29.760731732152834
8.22,1.96,2.56,9.63,0.03,0.4,0.33,10.15539757961253,29.760731732152834
8.23,1.96,2.56,9.63,0.03,0.4,0.33,10.15539757961253,29.760731732152834
8.24,-2.86,-3.82,4.3,0.24,1.22,0.25,6.423550420133713,72.66631966732518
8.25,-2.86,-3.82,4.3,0.24,1.22,0.25,6.423550420133713,72.66631966732518
8.26,0.98,-18.94,9.47,0.25,1.97,0.01,21.198228699587144,113.7793779261924
8.27,4.284999999999999,-21.545,11.215,0.395,1.69,-0.265,24.664234733719187,100.59203821853248
8.28,7.59,-24.15,12.96,0.54,1.41,-0.54,28.439272142584805,91.8753501641501
8.29,7.59,-24.15,12.96,0.54,1.41,-0.54,28.439272142584805,91.8753501641501
8.3,1.79,-24.3,13.23,1.62,0.88,-1.02,27.725926494889222,120.71882185049742
8.31,1.79,-24.3,13.23,1.62,0.88,-1.02,27.725926494889222,120.71882185049742
8.32,0.5800000000000001,-17.995,15.085,2.435,0.1649999999999999,-1.075,23.488585525739946,152.7991000358306
8.33,-0.63,-11.69,16.94,3.25,-0.55,-1.13,20.59166336166168,199.64845709698736
8.34,-4.93,8.19,10.28,5.93,0.34,-0.76,14.037784725518481,343.096485524635
8.35,-4.93,8.19,10.28,5.93,0.34,-0.76,14.037784725518481,343.096485524635
8.36,-7.51,21.68,5.78,7.63,-0.17,-0.03,23.660745973024603,437.27867158967297
8.37,-3.39,17.01,1.5,8.44,-2.26,-0.01,17.409256158722005,500.6133282366257
8.379999999999999,-3.39,17.01,1.5,8.44,-2.26,-0.01,17.409256158722005,500.6133282366257
8.39,-3.39,17.01,1.5,8.44,-2.26,-0.01,17.409256158722005,500.6133282366257
8.4,6.04,8.58,36.06,5.14,-0.74,0.39,37.55558014463364,298.3746139467523
8.41,6.04,8.58,36.06,5.14,-0.74,0.39,37.55558014463364,298.3746139467523
8.42,-0.18,7.81,14.17,3.12,0.71,0.71,16.18077254027137,187.7921071175148
8.43,-1.61,16.19,8.905000000000001,2.56,0.8049999999999999,0.735,18.54743176291532,159.42080899568418
8.44,-3.04,24.57,3.64,2.0,0.9,0.76,25.023510944709574,132.990403756524
